chromosome	start	stop	num.mark	seg.mean
8	89476766	89501929	11	-0.4265
8	89505027	89856768	184	0.7545
8	89857409	89994834	88	0.109
8	89996303	90144631	137	0.7007
8	90152846	90158102	6	-0.7595
8	90159106	90163212	4	0.1598
8	90171275	90261815	88	-0.5802
8	90264330	90281569	13	0.5073
8	90281984	90471802	123	-0.5962
8	90475206	90512215	23	0.2505
8	90513667	90543212	10	-0.6375
8	90546805	91202799	440	0.1768
8	91208807	91248255	35	0.6642
8	91248301	91269272	14	-0.6918
8	91273669	91325078	31	0.3368
8	91327332	91348626	18	0.7135
8	91355299	91467136	56	0.2295
8	91471118	93082910	912	-0.6393
8	93084759	93284784	97	0.1651
8	93285103	94588087	745	-0.1668
8	94588965	95428946	536	-0.6467
8	95432733	95498857	34	0.1881
8	95499142	95508721	7	-0.5888
8	95516480	95536368	15	0.1552
8	95536943	95589206	52	-0.2498
8	95592733	95925490	170	0.2054
8	95926825	95927702	3	0.8268
8	95930301	96973068	870	0.4419
8	96973773	97021463	34	0.1604
8	97022165	97056904	25	0.7849
8	97057804	97102995	28	0.552
8	97104903	97221895	68	10.446
8	97222222	97342341	71	14.208
8	97343968	97500915	136	10.379
8	97503899	97907699	246	13.564
8	97909593	98874693	609	10.212
8	98877537	99892088	547	13.335
8	99895405	100060245	60	1.716
8	100062206	100400782	171	11.352
8	100402662	101343526	430	1.424
8	101356334	101760349	280	0.7109
8	101760660	103223654	1105	10.631
8	103231808	104249854	616	0.5055
8	104252101	104571492	173	-0.1797
8	104572121	105271265	366	-0.6235
8	105272093	105940195	407	0.6829
8	105943295	105957392	16	-0.6115
8	105957540	106161388	141	0.6647
8	106162551	106167881	6	-0.4953
8	106168900	106325257	89	0.2251
8	106340155	106345852	6	0.7697
8	106348805	106452111	66	-0.5992
8	106458129	106482656	13	0.6751
8	106490018	106839835	221	-0.6111
8	106843061	106907656	26	0.3373
8	106913569	106937189	12	-0.7347
8	106943095	106977229	14	0.2118
8	106983690	107391222	270	0.7223
8	107391342	107413608	24	0.1499
8	107417688	108456805	764	0.6615
8	108457353	110521117	1206	10.257
8	110523405	110722139	138	0.5833
8	110724543	111144892	221	-0.2171
8	111148865	111282277	77	0.7824
8	111291860	111386004	51	0.5068
8	111391488	111409667	8	0.2515
8	111414729	111427196	10	0.6105
8	111432361	111454777	16	0.3169
8	111455605	111489008	14	-0.2421
8	111494559	111553679	35	0.4502
8	111554000	112191752	352	10.206
8	112196489	112291494	48	13.164
8	112294279	112294466	3	-0.3337
8	112294646	112295260	7	-22.143
8	112300281	112884047	297	13.602
8	112884708	112939872	26	0.8917
8	112945116	113433145	287	0.5464
8	113436402	113735391	155	-0.1737
8	113736539	113846231	64	0.6871
8	113846961	113857580	7	-0.2793
8	113859094	114086156	121	0.5057
8	114090041	114094184	5	-0.1322
8	114105697	114144318	28	0.56
8	114149691	114199010	25	0.864
8	114200923	114219442	9	-0.2853
8	114223343	114382683	76	0.8767
8	114382971	114415265	18	11.967
8	114418205	114436724	16	0.4357
8	114439510	114673312	110	0.1071
8	114677515	114743760	46	0.414
8	114747570	114757576	11	11.013
8	114757734	114759979	9	0.3873
8	114763921	114834865	57	11.431
8	114842242	114985979	84	0.5002
8	114986413	114998790	4	14.689
8	115002093	115012449	14	0.8174
8	115015940	115031833	9	12.906
8	115034324	115040783	10	0.4081
8	115044305	115541720	286	10.129
8	115547578	115592897	29	0.3663
8	115601775	115635686	34	0.9882
8	115635701	116734631	718	0.6621
8	116736824	117105559	204	12.737
8	117106617	117289388	108	10.073
8	117294403	117469487	109	0.5783
8	117472206	117546165	50	1.37
8	117549951	117760027	150	10.222
8	117763873	117782608	12	0.2568
8	117786511	117960214	127	0.996
8	117964082	118175754	135	0.1876
8	118178415	118197251	16	0.9727
8	118198901	118238333	32	0.2556
8	118240824	118596992	237	0.9869
8	118598093	118720649	99	0.6745
8	118721073	118812420	66	12.614
8	118814965	119229133	319	0.6728
8	119229604	119251030	21	12.164
8	119251587	119282278	21	0.1528
8	119282994	119359084	67	0.459
8	119360223	119368718	7	12.655
8	119370717	119499751	120	0.4581
8	119504522	119535328	29	0.1041
8	119536005	119650550	81	1.353
8	119658589	119843619	139	0.6938
8	119845311	119883856	25	13.553
8	119885836	120029709	126	0.6813
8	120031575	120043568	22	1.124
8	120043692	120152010	95	0.6747
8	120154784	120159446	4	-3.335
8	120162854	121020166	574	0.6844
8	121024154	122440801	913	0.1904
8	122443905	122459595	13	0.8673
8	122473051	122691698	142	0.1563
8	122691742	122926095	160	0.635
8	122926177	123114078	156	0.147
8	123126293	123271745	85	0.8577
8	123275582	123411973	85	11.931
8	123415200	123429470	5	0.3582
8	123429651	123600841	155	0.7412
8	123608139	123692892	58	0.2395
8	123693473	123808556	91	0.7252
8	123812438	123912887	81	0.1589
8	123922281	123924428	5	0.925
8	123925313	124555833	374	0.1543
8	124561367	124899116	257	0.7875
8	124900928	125018038	82	0.135
8	125019937	125264133	168	10.501
8	125266006	125272106	12	0.0931
8	125272643	125323011	32	0.5581
8	125324807	125557605	113	0.984
8	125562001	125948260	318	0.1647
8	125951520	125955312	10	1.16
8	125956269	126715636	544	0.1599
8	126717244	127581610	585	-0.689
8	127581827	127587128	7	0.3089
8	127588483	128218724	491	-0.1961
8	128218908	128313500	71	0.1462
8	128313647	128684331	285	0.6444
8	128685382	128687634	3	-0.7727
8	128688916	128710712	34	0.149
8	128714097	129009922	178	-0.7776
8	129012141	129039553	30	0.1886
8	129041916	129050507	11	-0.7098
8	129051940	129080672	39	0.6395
8	129083459	129103032	17	-0.7864
8	129103489	129321170	201	0.4348
8	129324915	129368882	21	-0.661
8	129375154	129393641	12	0.61
8	129395981	129726384	262	-0.6895
8	129734226	129966538	131	0.1573
8	129970121	130055981	45	0.6956
8	130056077	130544857	335	0.1662
8	130546356	130750528	158	-0.6965
8	130751840	130757584	9	0.1875
8	130761138	130985863	122	-0.6131
8	130990683	131002291	10	0.1626
8	131005011	131012548	4	-0.5727
8	131014233	131932166	698	0.2159
8	131932634	131963546	36	0.7014
8	131966666	132021245	50	-0.5
8	132023578	132071309	39	0.6671
8	132074756	132094918	12	-0.6373
8	132096105	132112957	13	0.64
8	132117707	132292590	110	-0.5932
8	132293013	138822323	5250	0.1852
8	138823734	138824655	3	-10.621
8	138825770	146298155	4245	0.2541
9	46587	216720	31	-0.3396
9	216837	11695067	10974	-0.6296
9	11695108	11695757	2	-52.696
9	11695785	32760620	16289	-0.6368
9	32762444	33689728	654	-0.1583
9	33693888	35725068	1075	-0.6517
9	35737197	35912171	83	0.1697
9	35919468	35962825	33	-0.2059
9	35964362	36310778	221	-0.7072
9	36313146	36339766	21	0.2274
9	36347531	36603028	108	-0.6829
9	36603818	36727892	71	-0.1371
9	36728556	37034669	321	-0.6666
9	37035181	37108986	47	-0.2387
9	37116188	37528404	222	-0.6277
9	37528456	37829600	196	0.1644
9	37836678	38293706	295	-0.6932
9	38293885	38537125	245	-0.1837
9	38539587	38721044	152	0.171
9	38721208	44136790	285	-0.3128
9	44145352	44629223	47	0.0547
9	44727859	45113522	58	0.7571
9	45119767	68183981	133	0.0076
9	68186051	68188547	8	15.657
9	68209916	69844813	167	0.0103
9	69851936	69923647	14	-0.6052
9	69923863	69978007	30	-0.0692
9	69978022	73701654	2150	0.4407
9	73701975	73972475	206	27.153
9	73974422	74040751	49	31.764
9	74042243	75062747	722	0.4013
9	75068544	75175724	83	25.862
9	75179488	89589357	10215	0.4256
9	89592288	89597464	10	22.459
9	89598816	89705149	74	0.4402
9	89707953	89725269	15	1.633
9	89729278	89805579	64	0.4862
9	89809139	89810154	3	27.674
9	89814654	90010063	168	0.4364
9	90010095	90018433	9	0.9419
9	90018776	90137909	104	0.4363
9	90139009	90139318	2	-0.717
9	90139405	93641199	2456	0.4312
9	93641605	93678677	38	26.044
9	93681295	93785532	115	20.857
9	93786285	94150429	253	26.162
9	94153518	98237796	2541	0.4187
9	98238358	98242280	21	23.041
9	98246528	98249251	7	0.5036
9	98249287	98253654	9	-0.2088
9	98253764	112908032	10586	0.4236
9	112910117	113170586	207	25.917
9	113170860	124578338	8666	0.4051
9	124579721	124654567	53	26.993
9	124656049	130276094	3527	0.2382
9	130286683	130330228	24	12.524
9	130333653	130641296	136	0.1038
9	130642771	130716761	34	24.738
9	130719250	130723096	3	0.92
9	130724849	131856362	459	-0.2091
9	131862051	131970291	59	2.635
9	131976508	134627123	1580	-0.2272
9	134628168	135032890	293	24.916
9	135033545	135934431	668	-0.2147
9	135934448	135937012	4	13.002
9	135943214	140321960	2041	0.1909
9	140332478	141091394	385	-0.2229
X	168477	1226875	83	-0.3264
X	1878446	12949438	7727	0.1685
X	12949560	12949668	2	39.833
X	12949904	15727240	1886	0.1711
X	15727977	15731340	3	25.866
X	15734885	16783839	642	0.1386
X	16788136	17114928	162	0.5966
X	17116223	26340570	5569	0.1701
X	26341278	29323761	1906	0.6092
X	29326293	29900025	363	0.1304
X	29902904	30171727	151	0.6327
X	30171861	35840947	3915	10.502
X	35841666	36076159	144	0.6324
X	36076600	37853761	937	10.499
X	37854365	37854689	4	29.175
X	37855198	38292597	315	11.191
X	38294812	38298009	7	24.855
X	38298042	41296675	1790	11.102
X	41302479	44877731	1923	0.6594
X	44886704	45090811	100	0.0677
X	45091477	46044613	488	0.6129
X	46046488	46165888	74	0.1716
X	46169916	49636374	1585	0.6632
X	49636622	50850802	659	0.1744
X	50853467	50890575	13	-0.5063
X	50899928	51071318	93	12.908
X	51071480	51106559	13	0.0733
X	51110417	51246823	72	0.9937
X	51250932	51305144	28	0.4453
X	51306222	55045518	1285	10.605
X	55047392	55112424	19	0.1422
X	55115227	55476636	194	0.6315
X	55476649	56369881	429	12.124
X	56370205	58302901	939	0.9765
X	58308818	58561930	57	0.5254
X	61728829	62255022	102	0.9165
X	62255172	62457637	57	0.4616
X	62470452	62478259	9	-0.1027
X	62480899	62538073	21	0.5732
X	62541794	62583628	12	11.423
X	62585559	62670192	36	0.453
X	62672957	63033511	132	10.084
X	63035792	63154896	34	15.283
X	63161754	63395190	92	0.9347
X	63395315	63488603	34	1.375
X	63489902	63561991	31	0.8015
X	63564906	63663978	47	12.153
X	63673614	63717330	18	0.5056
X	63725867	63778049	30	10.052
X	63786453	63862549	39	0.5932
X	63863605	63870522	6	-0.1774
X	63872248	63907238	17	0.4786
X	63907414	63916972	4	0.9966
X	63917491	63947021	19	0.3753
X	63953240	64144733	110	0.8505
X	64146014	65394845	507	0.1014
X	65398388	66115123	414	0.6115
X	66115954	66439566	164	0.1432
X	66446567	66522726	29	0.5872
X	66523381	66847402	142	0.1524
X	66854035	66890557	10	0.6361
X	66895428	67947143	505	13.697
X	67947746	68065042	59	0.7019
X	68070519	68188508	74	0.1811
X	68199427	69068679	497	1.585
X	69069028	69709514	335	12.159
X	69712748	70097813	165	1.651
X	70098720	70707475	237	0.9614
X	70709833	71474029	318	16.086
X	71476666	71492211	9	-0.1252
X	71495344	71605543	76	12.838
X	71609306	71872406	105	-0.5965
X	71873713	71906052	12	10.664
X	71906807	71928897	9	0.2884
X	71931831	72235043	37	10.656
X	72235091	72267418	13	0.1665
X	72270712	72431860	63	0.8583
X	72437725	72459071	15	0.0603
X	72463698	72526685	34	-19.965
X	72529486	72538129	4	-0.5932
X	72545306	72588077	21	0.1434
X	72590469	72666189	39	11.636
X	72673404	72815445	59	0.5931
X	72833251	72912339	32	11.856
X	72912732	72934601	13	0.4164
X	72935725	72952554	10	11.435
X	72961240	72989778	17	-0.8542
X	72998315	73111213	47	0.0197
X	73118350	73181832	25	-0.4859
X	73182870	73260810	40	0.3927
X	73274772	73314394	21	-0.6228
X	73320868	73365419	20	0.5901
X	73372058	73397060	9	-0.5293
X	73398783	73473693	35	0.1536
X	73476990	73479123	4	-0.4772
X	73480572	73542904	28	-10.583
X	73549862	73651155	44	0.4282
X	73653674	74213694	231	11.055
X	74214223	74268336	24	0.1455
X	74268665	74378678	58	0.855
X	74379187	74988683	294	0.1747
X	74995370	76232928	679	-27.367
X	76240054	76349873	27	-47.135
X	76353650	76848940	65	-20.572
X	76864704	77001914	13	-0.7725
X	77035051	79976858	1571	0.1185
X	79982410	80012856	18	-29.441
X	80018476	80103988	30	-0.1514
X	80106749	80120988	10	-23.779
X	80121058	80130893	11	-0.026
X	80137873	80151313	7	-0.9853
X	80155664	84608531	2324	-0.1168
X	84608681	86716665	1440	-0.7302
X	86716796	86718484	7	-35.359
X	86726924	91430329	2251	-0.6781
X	91431003	91431107	2	-49.771
X	91431181	93086018	843	-0.6881
X	93086957	93450188	240	0.1722
X	93459969	96272138	1669	-0.6723
X	96273035	101918072	2993	0.019
X	101918787	119129834	9581	-0.7488
X	119129970	119130506	3	-58.202
X	119131093	120215215	535	-0.7473
X	120218782	120524461	230	0.1534
X	120526774	120886702	193	-0.6882
X	120886951	120886979	2	-58.009
X	120887941	121440080	342	-0.693
X	121440092	121440949	2	-50.722
X	121445834	121550294	67	-0.6602
X	121550344	123595646	1289	0.1736
X	123596006	123596019	2	-1.856
X	123597537	125850582	1320	0.1604
X	125851616	125996043	95	-0.2078
X	125996955	129613459	2041	-0.7451
X	129615137	130456667	422	14.669
X	130460051	130674340	119	0.8482
X	130674363	130815467	80	0.4777
X	130815979	137572670	3673	-0.1535
X	137572728	137572845	2	-56.668
X	137573005	138203512	388	-0.1644
X	138205032	139767169	1004	0.2255
X	139767273	142461592	1817	-0.1536
X	142468182	143156778	490	-0.7755
X	143156960	143609120	199	-0.1733
X	143609195	143785583	118	-0.7464
X	143786383	143893170	89	-0.1601
X	143899389	146668184	2029	-0.7342
X	146668467	146725819	45	-0.1964
X	146726703	146752922	19	0.2249
X	146753335	146826675	43	-0.1452
X	146831708	146838287	7	-0.6163
X	146838804	146843253	5	-20.627
X	146843647	146848894	30	-0.5801
X	146848908	147067131	129	-0.1184
X	147073037	155182354	4413	-0.7696
Y	2650438	22229163	6836	-0.7978
Y	22230641	22514968	12	-18.183
Y	22515706	59018259	1787	-0.8281
